Generation,Bloc,Macro,Image,Total_surface,B,H,P,P_black,obs_count
1,4,MacroG2,1PS6_1.tiff,2192832,2094621,43368,54843,0.558,NA
1,4,MacroG2,1PS6_2.tiff,2086161,1976669,56906,52586,0.48,NA
1,4,MacroG2,1PS6_3.tiff,2086236,1976184,105927,4125,0.037,NA
1,4,MacroG2,2PL5_0.tiff,2284932,2190517,37161,57254,0.606,NA
1,4,MacroG2,2PL5_1.tiff,2132216,2012768,85748,33700,0.282,NA
1,4,MacroG2,2PL5_2.tiff,2030341,1943372,34320,52649,0.605,NA
1,4,MacroG2,2PS5_0.tiff,2139144,2052944,15062,71138,0.825,NA
1,4,MacroG2,2PS5_1.tiff,2060910,1968341,17788,74781,0.808,NA
1,4,MacroG2,2PS5_2.tiff,1761480,1673877,57482,30121,0.344,NA
1,4,MacroG2,2PS6_0.tiff,2092506,1996173,22834,73499,0.763,NA
1,4,MacroG2,2PS6_1.tiff,2292212,2183163,39182,69867,0.641,NA
1,4,MacroG2,3PL5_0.tiff,2345984,2271110,13398,61476,0.821,NA
1,4,MacroG2,3PL5_1.tiff,2335221,2259306,22155,53760,0.708,NA
1,4,MacroG2,3PL5_2.tiff,2107150,2037809,24628,44713,0.645,NA
1,4,MacroG2,3PL6_0.tiff,2086656,1999915,11506,75235,0.867,NA
1,4,MacroG2,3PL6_1.tiff,2119153,2022306,43498,53349,0.551,NA
1,4,MacroG2,3PL6_2.tiff,2033100,1934939,34347,63814,0.65,NA
1,4,MacroG2,3PL6_3.tiff,2152179,2054107,85407,12665,0.129,NA
1,1,MacroG13,1PL1_0.tiff,2106705,1979795,41055,85855,0.677,NA
1,1,MacroG13,1PL1_1.tiff,2144284,1999554,135343,9387,0.065,NA
1,1,MacroG13,1PL1_2.tiff,2175650,2045018,86840,43792,0.335,NA
1,1,MacroG13,1PS1_0.tiff,2156408,2028073,40162,88173,0.687,NA
1,1,MacroG13,1PS1_1.tiff,2079720,1973437,102853,3430,0.032,NA
1,1,MacroG13,2PL1_0.tiff,2452320,2328670,92543,31107,0.252,NA
1,1,MacroG13,2PL1_1.tiff,2035448,1919924,43548,71976,0.623,NA
1,1,MacroG13,2PL1_2.tiff,2139375,2008477,67949,62949,0.481,NA
1,1,MacroG13,2PS2_0.tiff,1780207,1654072,81624,44511,0.353,NA
1,1,MacroG13,2PS2_1.tiff,1781773,1659213,52380,70180,0.573,NA
1,1,MacroG13,2PS2_2.tiff,2128256,1999821,121336,7099,0.055,NA
1,1,MacroG13,3PL1_0.tiff,2083998,1964316,64146,55536,0.464,NA
1,1,MacroG13,3PL1_1.tiff,2053433,1923767,101346,28320,0.218,NA
1,1,MacroG13,3PL1_2.tiff,2277609,2132347,76295,68967,0.475,NA
1,1,MacroG13,3PL1_3.tiff,1913175,1783554,60122,69499,0.536,NA
1,1,MacroG13,3PS1_0.tiff,2189680,2057367,59876,72437,0.547,NA
1,1,MacroG13,3PS1_1.tiff,2222121,2080863,79225,62033,0.439,NA
1,1,MacroG13,3PS1_2.tiff,2254692,2109482,83110,62100,0.428,NA
1,1,MacroG13,3PS1_3.tiff,2450580,2313633,123500,13447,0.098,NA
1,2,MacroG13,1PL2_0.tiff,2007588,1890213,85235,32140,0.274,NA
1,2,MacroG13,1PL2_1.tiff,1971172,1862012,80098,29062,0.266,NA
1,2,MacroG13,1PL2_2.tiff,1949940,1804829,91082,54029,0.372,NA
1,2,MacroG13,1PL3_0.tiff,2000097,1875076,53614,71407,0.571,NA
1,2,MacroG13,1PL3_1.tiff,1996534,1858700,73017,64817,0.47,NA
1,2,MacroG13,1PL3_2.tiff,1826250,1717892,101777,6581,0.061,NA
1,2,MacroG13,1PS3_0.tiff,2163365,2021752,46355,95258,0.673,NA
1,2,MacroG13,1PS3_1.tiff,2099753,1943560,112656,43537,0.279,NA
1,2,MacroG13,1PS3_2.tiff,1924824,1821950,72069,30805,0.299,NA
1,2,MacroG13,2PL2_0.tiff,2174940,2028330,142748,3862,0.026,NA
1,2,MacroG13,2PL2_1.tiff,2162856,2014447,109551,38858,0.262,NA
1,2,MacroG13,2PL2_2.tiff,2077434,1938236,117085,22113,0.159,NA
1,2,MacroG13,2PL2_3.tiff,2079296,1973239,100252,5805,0.055,NA
1,2,MacroG13,2PS3_0.tiff,2007369,1879213,61926,66230,0.517,NA
1,2,MacroG13,2PS3_1.tiff,2202808,2083197,66840,52771,0.441,NA
1,2,MacroG13,3PS3_0.tiff,2056278,1950561,20782,84935,0.803,NA
1,2,MacroG13,3PS3_1.tiff,2032845,1920854,57695,54296,0.485,NA
1,2,MacroG13,3PS3_2.tiff,1836936,1730431,34975,71530,0.672,NA
1,2,MacroG13,3PS3_3.tiff,1920956,1820713,88509,11734,0.117,NA
1,3,MacroG13,1PL5_0.tiff,2141310,1997606,55426,88278,0.614,NA
1,3,MacroG13,1PL5_1.tiff,2018342,1891591,75857,50894,0.402,NA
1,3,MacroG13,1PS5_0.tiff,2176858,2034925,71465,70468,0.496,NA
1,3,MacroG13,1PS5_1.tiff,2120760,1978251,56454,86055,0.604,NA
1,3,MacroG13,1PS5_2.tiff,2162732,2031285,48690,82757,0.63,NA
1,3,MacroG13,1PS5_3.tiff,1950492,1807496,114379,28617,0.2,NA
1,3,MacroG13,2PL4_0.tiff,2293620,2168672,42698,82250,0.658,NA
1,3,MacroG13,2PL4_1.tiff,2186842,2071130,48747,66965,0.579,NA
1,3,MacroG13,3PL4_0.tiff,2117680,2001439,53108,63133,0.543,NA
1,3,MacroG13,3PL4_1.tiff,2050300,1933267,38877,78156,0.668,NA
1,3,MacroG13,3PL4_2.tiff,2156112,2047454,32831,75827,0.698,NA
1,3,MacroG13,3PL4_3.tiff,2164482,2043512,43332,77638,0.642,NA
1,3,MacroG13,3PL4_4.tiff,2296848,2182675,98566,15607,0.137,NA
1,3,MacroG13,3PS4_0.tiff,1849344,1713202,31836,104306,0.766,NA
1,3,MacroG13,3PS4_1.tiff,2016225,1885569,35415,95241,0.729,NA
1,3,MacroG13,3PS4_2.tiff,2134984,2038511,25454,71019,0.736,NA
1,3,MacroG13,3PS4_3.tiff,2260788,2171014,48783,40991,0.457,NA
1,3,MacroG13,3PS5_0.tiff,1910640,1781688,39171,89781,0.696,NA
1,3,MacroG13,3PS5_1.tiff,1941729,1815438,46946,79345,0.628,NA
1,3,MacroG13,3PS5_2.tiff,1915944,1781580,34795,99569,0.741,NA
1,3,MacroG13,3PS5_3.tiff,2045250,1923558,56600,65092,0.535,NA
1,4,MacroG13,1PS6_0.tiff,2230023,2094870,58763,76390,0.565,NA
1,4,MacroG13,1PS6_1.tiff,2192832,2066913,68662,57257,0.455,NA
1,4,MacroG13,1PS6_2.tiff,2086161,1950535,84268,51358,0.379,NA
1,4,MacroG13,1PS6_3.tiff,2086236,1970995,112025,3216,0.028,NA
1,4,MacroG13,2PL5_0.tiff,2284932,2158537,62868,63527,0.503,NA
1,4,MacroG13,2PL5_1.tiff,2132216,1994589,108216,29411,0.214,NA
1,4,MacroG13,2PL5_2.tiff,2030341,1911363,59331,59647,0.501,NA
1,4,MacroG13,2PS5_0.tiff,2139144,2022980,35542,80622,0.694,NA
1,4,MacroG13,2PS5_1.tiff,2060910,1939596,34889,86425,0.712,NA
1,4,MacroG13,2PS5_2.tiff,1761480,1659427,74553,27500,0.269,NA
1,4,MacroG13,2PS6_0.tiff,2092506,1969024,47248,76234,0.617,NA
1,4,MacroG13,2PS6_1.tiff,2292212,2156170,63141,72901,0.536,NA
1,4,MacroG13,3PL5_0.tiff,2345984,2233346,46619,66019,0.586,NA
1,4,MacroG13,3PL5_1.tiff,2335221,2227826,43784,63611,0.592,NA
1,4,MacroG13,3PL5_2.tiff,2107150,2004373,54747,48030,0.467,NA
1,4,MacroG13,3PL6_0.tiff,2086656,1967269,31522,87865,0.736,NA
1,4,MacroG13,3PL6_1.tiff,2119153,1998802,69959,50392,0.419,NA
1,4,MacroG13,3PL6_2.tiff,2033100,1907577,57869,67654,0.539,NA
1,4,MacroG13,3PL6_3.tiff,2152179,2038238,103404,10537,0.092,NA
2,1,MacroG2,1PL1_0.tiff,2347200,2231775,71302,44123,0.382,162
2,1,MacroG2,1PL1_1.tiff,2197152,2098458,21554,77140,0.782,NA
2,1,MacroG2,1PL1_2.tiff,2141046,2015772,124286,988,0.008,NA
2,1,MacroG2,1PL1_3.tiff,2321750,2225547,77270,18933,0.197,NA
2,1,MacroG2,1PL1_4.tiff,2067500,1964099,99335,4066,0.039,17
2,1,MacroG2,1PS1_0.tiff,2360700,2247217,21700,91783,0.809,NA
2,1,MacroG2,1PS1_1.tiff,2170868,2089805,12288,68775,0.848,NA
2,1,MacroG2,2PL1_0.tiff,2218725,2111431,33878,73416,0.684,NA
2,1,MacroG2,2PL1_1.tiff,1868300,1756627,77446,34227,0.306,NA
2,1,MacroG2,2PL1_2.tiff,1928610,1839550,33124,55936,0.628,NA
2,1,MacroG2,2PS2_0.tiff,2128890,2012156,16228,100506,0.861,423
2,1,MacroG2,2PS2_1.tiff,2300844,2184113,90873,25858,0.222,NA
2,1,MacroG2,2PS2_2.tiff,2308971,2218626,24918,65427,0.724,NA
2,1,MacroG2,2PS2_3.tiff,2084040,1995848,46418,41774,0.474,NA
2,1,MacroG2,3PL1_0.tiff,2196250,2109006,12249,74995,0.86,NA
2,1,MacroG2,3PL1_1.tiff,2234752,2142583,14841,77328,0.839,NA
2,1,MacroG2,3PL1_2.tiff,2292500,2195071,27184,70245,0.721,NA
2,1,MacroG2,3PL1_3.tiff,2090475,1981502,28591,80382,0.738,NA
2,1,MacroG2,3PL1_4.tiff,2033935,1911022,93162,29751,0.242,NA
2,1,MacroG2,3PS1_0.tiff,2448014,2339008,13945,95061,0.872,NA
2,1,MacroG2,3PS1_1.tiff,2337790,2252542,5772,79476,0.932,NA
2,1,MacroG2,3PS1_2.tiff,2503522,2428277,5187,70058,0.931,NA
2,1,MacroG2,3PS1_3.tiff,2311065,2229043,5734,76288,0.93,NA
2,1,MacroG2,3PS1_4.tiff,2328375,2255429,8746,64200,0.88,NA
2,2,MacroG2,1PL2_0.tiff,2122680,2032204,22237,68239,0.754,NA
2,2,MacroG2,1PL2_1.tiff,1839310,1754174,17149,67987,0.799,NA
2,2,MacroG2,1PL2_2.tiff,2096752,2003111,27618,66023,0.705,NA
2,2,MacroG2,1PL2_3.tiff,1805160,1721911,20453,62796,0.754,NA
2,2,MacroG2,1PL3_0.tiff,2069888,1932668,122434,14786,0.108,NA
2,2,MacroG2,1PL3_1.tiff,1925170,1805180,100472,19518,0.163,NA
2,2,MacroG2,1PL3_2.tiff,1643064,1567062,16217,59785,0.787,292
2,2,MacroG2,1PL3_3.tiff,1902922,1778903,115640,8379,0.068,NA
2,2,MacroG2,1PS3_0.tiff,2127732,2038369,16955,72408,0.81,NA
2,2,MacroG2,1PS3_1.tiff,1958085,1849544,17274,91267,0.841,316
2,2,MacroG2,1PS3_2.tiff,2241650,2155458,12650,73542,0.853,NA
2,2,MacroG2,1PS3_3.tiff,2043485,1906744,125729,11012,0.081,50
2,2,MacroG2,2PL2_0.tiff,1947825,1861197,34198,52430,0.605,NA
2,2,MacroG2,2PL2_1.tiff,1992970,1878462,84259,30249,0.264,121
2,2,MacroG2,2PL2_2.tiff,2064192,1949864,77720,36608,0.32,NA
2,2,MacroG2,2PL2_3.tiff,2152010,2048659,54226,49125,0.475,NA
2,2,MacroG2,2PS3_0.tiff,2281077,2188742,21290,71045,0.769,NA
2,2,MacroG2,2PS3_1.tiff,2208690,2133926,26756,48008,0.642,NA
2,2,MacroG2,2PS3_2.tiff,2162211,2084421,20563,57227,0.736,NA
2,2,MacroG2,3PS3_0.tiff,2111400,2005271,16558,89571,0.844,NA
2,2,MacroG2,3PS3_1.tiff,2053740,1978661,11594,63485,0.846,NA
2,2,MacroG2,3PS3_2.tiff,2256705,2172287,10891,73527,0.871,NA
2,2,MacroG2,3PS3_3.tiff,2116653,2028048,12335,76270,0.861,NA
2,2,MacroG2,3PS3_4.tiff,2113295,2021049,27603,64643,0.701,NA
2,3,MacroG2,1PL5_0.tiff,1896024,1766799,125993,3232,0.025,NA
2,3,MacroG2,1PL5_1.tiff,2044350,1970678,15336,58336,0.792,NA
2,3,MacroG2,1PL5_2.tiff,2004016,1925244,37739,41033,0.521,NA
2,3,MacroG2,1PS5_0.tiff,1607856,1535390,9102,63364,0.874,NA
2,3,MacroG2,1PS5_1.tiff,1697787,1601779,33060,62948,0.656,NA
2,3,MacroG2,1PS5_2.tiff,1716194,1615803,43141,57250,0.57,NA
2,3,MacroG2,1PS5_3.tiff,2075838,1990448,27532,57858,0.678,NA
2,3,MacroG2,1PS5_4.tiff,2067156,1958922,106736,1498,0.014,NA
2,3,MacroG2,2PL4_0.tiff,2013865,1907752,25635,80478,0.758,NA
2,3,MacroG2,2PL4_1.tiff,2055172,1930036,118860,6276,0.05,NA
2,3,MacroG2,2PL4_2.tiff,1952295,1851574,51290,49431,0.491,211
2,3,MacroG2,2PL4_3.tiff,1990440,1896124,83774,10542,0.112,NA
2,3,MacroG2,3PL4_0.tiff,2070915,1986230,17931,66754,0.788,NA
2,3,MacroG2,3PL4_1.tiff,2094960,2012648,24945,57367,0.697,NA
2,3,MacroG2,3PL4_2.tiff,2134979,2064484,7192,63303,0.898,NA
2,3,MacroG2,3PL4_3.tiff,1954353,1863309,25226,65818,0.723,NA
2,3,MacroG2,3PL4_4.tiff,2026085,1935625,28285,62175,0.687,NA
2,3,MacroG2,3PL4_5.tiff,2100032,1966029,129375,4628,0.035,NA
2,3,MacroG2,3PS4_0.tiff,2123440,2038085,25505,59850,0.701,NA
2,3,MacroG2,3PS4_1.tiff,2031856,1944984,18029,68843,0.792,NA
2,3,MacroG2,3PS4_2.tiff,2107248,2004788,25025,77435,0.756,NA
2,3,MacroG2,3PS4_3.tiff,2073780,1981692,29458,62630,0.68,NA
2,3,MacroG2,3PS4_4.tiff,2042285,1944846,37350,60089,0.617,NA
2,3,MacroG2,3PS5_0.tiff,1952002,1845102,24171,82729,0.774,332
2,3,MacroG2,3PS5_1.tiff,2048374,1948032,12811,87531,0.872,NA
2,3,MacroG2,3PS5_2.tiff,1846476,1762510,11675,72291,0.861,NA
2,3,MacroG2,3PS5_3.tiff,1978844,1877764,13203,87877,0.869,NA
2,3,MacroG2,3PS5_4.tiff,2004100,1911099,23809,69192,0.744,NA
2,4,MacroG2,1PS6_0.tiff,1955296,1853167,24959,77170,0.756,NA
2,4,MacroG2,1PS6_1.tiff,2087784,1992664,45261,49859,0.524,NA
2,4,MacroG2,1PS6_2.tiff,2163968,2062808,34850,66310,0.655,NA
2,4,MacroG2,1PS6_3.tiff,2099808,1988474,111030,304,0.003,NA
2,4,MacroG2,1PS6_5.tiff,2104092,2004046,22411,77635,0.776,NA
2,4,MacroG2,2PL5_0.tiff,1718010,1629008,45265,43737,0.491,149
2,4,MacroG2,2PL5_1.tiff,1955695,1883461,9485,62749,0.869,NA
2,4,MacroG2,2PL5_2.tiff,2288146,2210597,16913,60636,0.782,NA
2,4,MacroG2,2PL5_3.tiff,2150640,2074829,32189,43622,0.575,NA
2,4,MacroG2,2PS5_0.tiff,1986921,1903523,10761,72637,0.871,NA
2,4,MacroG2,2PS5_1.tiff,1954316,1849587,30729,74000,0.707,NA
2,4,MacroG2,2PS5_2.tiff,2134460,2028239,44123,62098,0.585,NA
2,4,MacroG2,2PS5_3.tiff,2048715,1959968,19263,69484,0.783,NA
2,4,MacroG2,2PS6_0.tiff,1667820,1557952,88078,21790,0.198,97
2,4,MacroG2,2PS6_1.tiff,1680816,1598138,21605,61073,0.739,NA
2,4,MacroG2,2PS6_2.tiff,1916859,1807668,37293,71898,0.658,NA
2,4,MacroG2,3PL5_0.tiff,2000370,1919012,17954,63404,0.779,NA
2,4,MacroG2,3PL5_1.tiff,1854090,1764502,47391,42197,0.471,NA
2,4,MacroG2,3PL5_2.tiff,1853478,1778015,17633,57830,0.766,NA
2,4,MacroG2,3PL5_3.tiff,2083446,1984675,30493,68278,0.691,NA
2,4,MacroG2,3PL6_0.tiff,1866240,1770829,16765,78646,0.824,NA
2,4,MacroG2,3PL6_1.tiff,1808304,1699299,34134,74871,0.687,NA
2,4,MacroG2,3PL6_2.tiff,1726104,1624280,52424,49400,0.485,NA
2,4,MacroG2,3PL6_3.tiff,1664471,1569561,30391,64519,0.68,NA
2,1,MacroG3,1PL1_0.tiff,2347200,2222008,86808,38384,0.307,NA
2,1,MacroG3,1PL1_1.tiff,2197152,2073227,46813,77112,0.622,NA
2,1,MacroG3,1PL1_2.tiff,2141046,2020693,119645,708,0.006,NA
2,1,MacroG3,1PL1_3.tiff,2321750,2216259,94249,11242,0.107,NA
2,1,MacroG3,1PL1_4.tiff,2067500,1968385,96843,2272,0.023,NA
2,1,MacroG3,1PS1_0.tiff,2360700,2218620,49176,92904,0.654,NA
2,1,MacroG3,1PS1_1.tiff,2170868,2050778,34129,85961,0.716,NA
2,1,MacroG3,2PL1_0.tiff,2218725,2084908,59327,74490,0.557,NA
2,1,MacroG3,2PL1_1.tiff,1868300,1750515,89794,27991,0.238,NA
2,1,MacroG3,2PL1_2.tiff,1928610,1820218,53441,54951,0.507,NA
2,1,MacroG3,2PS2_0.tiff,2128890,1984051,38885,105954,0.732,NA
2,1,MacroG3,2PS2_1.tiff,2300844,2180652,100319,19873,0.165,NA
2,1,MacroG3,2PS2_2.tiff,2308971,2198467,49197,61307,0.555,NA
2,1,MacroG3,2PS2_3.tiff,2084040,1983399,66646,33995,0.338,NA
2,1,MacroG3,3PL1_0.tiff,2196250,2080863,34196,81191,0.704,NA
2,1,MacroG3,3PL1_1.tiff,2234752,2119780,36033,78939,0.687,NA
2,1,MacroG3,3PL1_2.tiff,2292500,2174132,49206,69162,0.584,NA
2,1,MacroG3,3PL1_3.tiff,2090475,1956251,53996,80228,0.598,NA
2,1,MacroG3,3PL1_4.tiff,2033935,1903950,103406,26579,0.204,NA
2,1,MacroG3,3PS1_0.tiff,2448014,2306822,39718,101474,0.719,NA
2,1,MacroG3,3PS1_1.tiff,2337790,2208318,26537,102935,0.795,NA
2,1,MacroG3,3PS1_2.tiff,2503522,2387908,23176,92438,0.8,NA
2,1,MacroG3,3PS1_3.tiff,2311065,2189644,23380,98041,0.807,NA
2,1,MacroG3,3PS1_4.tiff,2328375,2220104,26645,81626,0.754,NA
2,2,MacroG3,1PL2_0.tiff,2122680,2008544,41629,72507,0.635,NA
2,2,MacroG3,1PL2_1.tiff,1839310,1729994,38629,70687,0.647,NA
2,2,MacroG3,1PL2_2.tiff,2096752,1983007,51181,62564,0.55,NA
2,2,MacroG3,1PL2_3.tiff,1805160,1696442,40417,68301,0.628,NA
2,2,MacroG3,1PL3_0.tiff,2069888,1934695,122841,12352,0.091,NA
2,2,MacroG3,1PL3_1.tiff,1925170,1802944,105467,16759,0.137,NA
2,2,MacroG3,1PL3_2.tiff,1643064,1537578,36682,68804,0.652,NA
2,2,MacroG3,1PL3_3.tiff,1902922,1777417,115358,10147,0.081,NA
2,2,MacroG3,1PS3_0.tiff,2127732,2015320,37877,74535,0.663,NA
2,2,MacroG3,1PS3_1.tiff,1958085,1821719,41100,95266,0.699,NA
2,2,MacroG3,1PS3_2.tiff,2241650,2115368,41273,85009,0.673,NA
2,2,MacroG3,1PS3_3.tiff,2043485,1907135,128651,7699,0.056,NA
2,2,MacroG3,2PL2_0.tiff,1947825,1844861,53394,49570,0.481,NA
2,2,MacroG3,2PL2_1.tiff,1992970,1873738,93821,25411,0.213,NA
2,2,MacroG3,2PL2_2.tiff,2064192,1943787,89369,31036,0.258,NA
2,2,MacroG3,2PL2_3.tiff,2152010,2036220,72171,43619,0.377,NA
2,2,MacroG3,2PS3_0.tiff,2281077,2165037,41849,74191,0.639,NA
2,2,MacroG3,2PS3_1.tiff,2208690,2112278,47822,48590,0.504,NA
2,2,MacroG3,2PS3_2.tiff,2162211,2060705,42907,58599,0.577,NA
2,2,MacroG3,3PS3_0.tiff,2111400,1975416,37709,98275,0.723,NA
2,2,MacroG3,3PS3_1.tiff,2053740,1937333,31489,84918,0.729,NA
2,2,MacroG3,3PS3_2.tiff,2256705,2141262,31412,84031,0.728,NA
2,2,MacroG3,3PS3_3.tiff,2116653,1999548,33373,83732,0.715,NA
2,2,MacroG3,3PS3_4.tiff,2113295,1997274,47791,68230,0.588,NA
2,3,MacroG3,1PL5_0.tiff,1896024,1766620,127154,2250,0.017,NA
2,3,MacroG3,1PL5_1.tiff,2044350,1939602,41667,63081,0.602,NA
2,3,MacroG3,1PL5_2.tiff,2004016,1907795,59180,37041,0.385,NA
2,3,MacroG3,1PS5_0.tiff,1607856,1500801,30586,76469,0.714,NA
2,3,MacroG3,1PS5_1.tiff,1697787,1582030,54661,61096,0.528,NA
2,3,MacroG3,1PS5_2.tiff,1716194,1598114,64514,53566,0.454,NA
2,3,MacroG3,1PS5_3.tiff,2075838,1969241,50212,56385,0.529,NA
2,3,MacroG3,1PS5_4.tiff,2067156,1962551,103420,1185,0.011,NA
2,3,MacroG3,2PL4_0.tiff,2013865,1884363,52740,76762,0.593,NA
2,3,MacroG3,2PL4_1.tiff,2055172,1932692,116890,5590,0.046,NA
2,3,MacroG3,2PL4_2.tiff,1952295,1835424,76397,40474,0.346,NA
2,3,MacroG3,2PL4_3.tiff,1990440,1896297,86115,8028,0.085,NA
2,3,MacroG3,3PL4_0.tiff,2070915,1962672,40210,68033,0.629,NA
2,3,MacroG3,3PL4_1.tiff,2094960,1989945,45635,59380,0.565,NA
2,3,MacroG3,3PL4_2.tiff,2134979,2026106,26977,81896,0.752,NA
2,3,MacroG3,3PL4_3.tiff,1954353,1839515,46529,68309,0.595,NA
2,3,MacroG3,3PL4_4.tiff,2026085,1909441,52189,64455,0.553,NA
2,3,MacroG3,3PL4_5.tiff,2100032,1970056,126474,3502,0.027,NA
2,3,MacroG3,3PS4_0.tiff,2123440,2014203,48998,60239,0.551,NA
2,3,MacroG3,3PS4_1.tiff,2031856,1908475,44530,78851,0.639,NA
2,3,MacroG3,3PS4_2.tiff,2107248,1978271,47561,81416,0.631,NA
2,3,MacroG3,3PS4_3.tiff,2073780,1962364,53360,58056,0.521,NA
2,3,MacroG3,3PS4_4.tiff,2042285,1926811,63196,52278,0.453,NA
2,3,MacroG3,3PS5_0.tiff,1952002,1815656,49299,87047,0.638,NA
2,3,MacroG3,3PS5_1.tiff,2048374,1911279,34322,102773,0.75,NA
2,3,MacroG3,3PS5_2.tiff,1846476,1734603,30714,81159,0.725,NA
2,3,MacroG3,3PS5_3.tiff,1978844,1847459,35969,95416,0.726,NA
2,3,MacroG3,3PS5_4.tiff,2004100,1887415,49935,66750,0.572,NA
2,4,MacroG3,1PS6_0.tiff,1955296,1829844,48870,76582,0.61,NA
2,4,MacroG3,1PS6_1.tiff,2087784,1973135,65336,49313,0.43,NA
2,4,MacroG3,1PS6_2.tiff,2163968,2045471,58423,60074,0.507,NA
2,4,MacroG3,1PS6_3.tiff,2099808,1995449,104160,199,0.002,NA
2,4,MacroG3,1PS6_5.tiff,2104092,1980410,44389,79293,0.641,NA
2,4,MacroG3,2PL5_0.tiff,1718010,1610027,68839,39144,0.363,NA
2,4,MacroG3,2PL5_1.tiff,1955695,1851399,27566,76730,0.736,NA
2,4,MacroG3,2PL5_2.tiff,2288146,2190655,34790,62701,0.643,NA
2,4,MacroG3,2PL5_3.tiff,2150640,2052180,53788,44672,0.454,NA
2,4,MacroG3,2PS5_0.tiff,1986921,1867827,30214,88880,0.746,NA
2,4,MacroG3,2PS5_1.tiff,1954316,1826425,53661,74230,0.58,NA
2,4,MacroG3,2PS5_2.tiff,2134460,2011831,65561,57068,0.465,NA
2,4,MacroG3,2PS5_3.tiff,2048715,1935484,42927,70304,0.621,NA
2,4,MacroG3,2PS6_0.tiff,1667820,1556462,94618,16740,0.15,NA
2,4,MacroG3,2PS6_1.tiff,1680816,1570995,41960,67861,0.618,NA
2,4,MacroG3,2PS6_2.tiff,1916859,1787552,59307,70000,0.541,NA
2,4,MacroG3,3PL5_0.tiff,2000370,1896329,39139,64902,0.624,NA
2,4,MacroG3,3PL5_1.tiff,1854090,1751781,67391,34918,0.341,NA
2,4,MacroG3,3PL5_2.tiff,1853478,1752567,40117,60794,0.602,NA
2,4,MacroG3,3PL5_3.tiff,2083446,1959137,55463,68846,0.554,NA
2,4,MacroG3,3PL6_0.tiff,1866240,1739498,38621,88121,0.695,NA
2,4,MacroG3,3PL6_1.tiff,1808304,1676307,55558,76439,0.579,NA
2,4,MacroG3,3PL6_2.tiff,1726104,1609284,75145,41675,0.357,NA
2,4,MacroG3,3PL6_3.tiff,1664471,1548038,52106,64327,0.552,NA
2,1,MacroG1,1PL1_0.tiff,2347200,2202722,100815,43663,0.302,NA
2,1,MacroG1,1PL1_1.tiff,2197152,2057801,56280,83071,0.596,NA
2,1,MacroG1,1PL1_2.tiff,2141046,2000036,140226,784,0.006,NA
2,1,MacroG1,1PL1_3.tiff,2321750,2199753,109886,12111,0.099,NA
2,1,MacroG1,1PL1_4.tiff,2067500,1950766,114042,2692,0.023,NA
2,1,MacroG1,1PS1_0.tiff,2360700,2202846,58990,98864,0.626,NA
2,1,MacroG1,1PS1_1.tiff,2170868,2033960,45966,90942,0.664,NA
2,1,MacroG1,2PL1_0.tiff,2218725,2064578,74405,79742,0.517,NA
2,1,MacroG1,2PL1_1.tiff,1868300,1734568,101371,32361,0.242,NA
2,1,MacroG1,2PL1_2.tiff,1928610,1804851,63585,60174,0.486,NA
2,1,MacroG1,2PS2_0.tiff,2128890,1969624,47318,111948,0.703,NA
2,1,MacroG1,2PS2_1.tiff,2300844,2160541,116879,23424,0.167,NA
2,1,MacroG1,2PS2_2.tiff,2308971,2183706,58703,66562,0.531,NA
2,1,MacroG1,2PS2_3.tiff,2084040,1966664,80005,37371,0.318,NA
2,1,MacroG1,3PL1_0.tiff,2196250,2063576,46311,86363,0.651,NA
2,1,MacroG1,3PL1_1.tiff,2234752,2105873,44788,84091,0.652,NA
2,1,MacroG1,3PL1_2.tiff,2292500,2158453,59403,74644,0.557,NA
2,1,MacroG1,3PL1_3.tiff,2090475,1938567,65100,86808,0.571,NA
2,1,MacroG1,3PL1_4.tiff,2033935,1885857,118517,29561,0.2,NA
2,1,MacroG1,3PS1_0.tiff,2448014,2289503,51217,107294,0.677,NA
2,1,MacroG1,3PS1_1.tiff,2337790,2193149,36870,107771,0.745,NA
2,1,MacroG1,3PS1_2.tiff,2503522,2374263,31996,97263,0.752,NA
2,1,MacroG1,3PS1_3.tiff,2311065,2175556,33289,102220,0.754,NA
2,1,MacroG1,3PS1_4.tiff,2328375,2206252,36649,85474,0.7,NA
2,2,MacroG1,1PL2_0.tiff,2122680,1994704,50676,77300,0.604,NA
2,2,MacroG1,1PL2_1.tiff,1839310,1715681,48195,75434,0.61,NA
2,2,MacroG1,1PL2_2.tiff,2096752,1966913,61964,67875,0.523,NA
2,2,MacroG1,1PL2_3.tiff,1805160,1682653,50077,72430,0.591,NA
2,2,MacroG1,1PL3_0.tiff,2069888,1913632,141967,14289,0.091,NA
2,2,MacroG1,1PL3_1.tiff,1925170,1784567,121753,18850,0.134,NA
2,2,MacroG1,1PL3_2.tiff,1643064,1522035,47597,73432,0.607,NA
2,2,MacroG1,1PL3_3.tiff,1902922,1757382,134893,10647,0.073,NA
2,2,MacroG1,1PS3_0.tiff,2127732,2001309,47205,79218,0.627,NA
2,2,MacroG1,1PS3_1.tiff,1958085,1808457,48815,100813,0.674,NA
2,2,MacroG1,1PS3_2.tiff,2241650,2100173,51867,89610,0.633,NA
2,2,MacroG1,1PS3_3.tiff,2043485,1887427,147415,8643,0.055,NA
