Generation,Bloc,Macro,Image,Total_surface,B,H,P,P_black,obs_count
4,3,MacroG13,3PS5_6.tiff,2013760,1895556,39643,78561,0.665,NA
4,3,MacroG13,1PL5_5.tiff,2240364,2122713,112738,4913,0.042,NA
4,3,MacroG13,3PS4_3.tiff,1806516,1662783,49551,94182,0.655,NA
4,3,MacroG13,2PL4_3.tiff,1904336,1762583,109457,32296,0.228,NA
4,3,MacroG13,3PL4_5.tiff,1943816,1828077,46126,69613,0.601,NA
4,3,MacroG13,1PS5_3.tiff,1999800,1861414,73553,64833,0.468,NA
4,3,MacroG13,2PL4_4.tiff,1996652,1877299,49297,70056,0.587,NA
4,3,MacroG13,3PS4_4.tiff,1961160,1822994,50157,88009,0.637,NA
4,3,MacroG13,3PS5_0.tiff,1765554,1642023,17984,105547,0.854,NA
4,3,MacroG13,1PL5_2.tiff,2057536,1932781,117617,7138,0.057,NA
4,3,MacroG13,1PS5_4.tiff,2002035,1863568,39867,98600,0.712,NA
4,3,MacroG13,3PL4_2.tiff,1896660,1766114,36049,94497,0.724,NA
4,3,MacroG13,3PL4_3.tiff,1834140,1710960,36963,86217,0.7,NA
4,3,MacroG13,1PS5_5.tiff,1989900,1864101,52253,73546,0.585,NA
4,3,MacroG13,3PS5_1.tiff,1947864,1835264,23974,88626,0.787,NA
4,3,MacroG13,1PL5_3.tiff,2018135,1871271,59732,87132,0.593,NA
4,3,MacroG13,3PS4_5.tiff,1907982,1787965,32649,87368,0.728,NA
4,3,MacroG13,1PL5_0.tiff,1959232,1817471,44784,96977,0.684,NA
4,3,MacroG13,3PS5_2.tiff,1700270,1565584,36912,97774,0.726,NA
4,3,MacroG13,3PS4_6.tiff,1854799,1731398,35060,88341,0.716,NA
4,3,MacroG13,3PL4_0.tiff,1830120,1701862,45224,83034,0.647,NA
4,3,MacroG13,3PL4_1.tiff,1700784,1594169,75006,31609,0.296,NA
4,3,MacroG13,1PL5_1.tiff,2043440,1929556,35170,78714,0.691,NA
4,3,MacroG13,3PS5_3.tiff,1874610,1740727,31028,102855,0.768,NA
4,3,MacroG13,3PL4_6.tiff,1868240,1744990,37953,85297,0.692,NA
4,3,MacroG13,1PS5_0.tiff,1928236,1813697,26822,87717,0.766,NA
4,3,MacroG13,3PS5_4.tiff,1861240,1742632,28234,90374,0.762,NA
4,3,MacroG13,3PS4_0.tiff,1873500,1747861,76085,49554,0.394,NA
4,3,MacroG13,2PL4_0.tiff,2137005,2020615,40719,75671,0.65,NA
4,3,MacroG13,2PL4_1.tiff,1921320,1804075,63523,53722,0.458,NA
4,3,MacroG13,3PS4_1.tiff,1838753,1725344,54752,58657,0.517,NA
4,3,MacroG13,3PS5_5.tiff,1876626,1758895,48567,69164,0.587,NA
4,3,MacroG13,1PS5_1.tiff,1976114,1855431,44315,76368,0.633,NA
4,3,MacroG13,3PL4_7.tiff,1836461,1704559,46114,85788,0.65,NA
4,4,MacroG13,3PL6_5.tiff,1915118,1797713,62105,55300,0.471,NA
4,4,MacroG13,3PL5_0.tiff,1942009,1849645,22765,69599,0.754,NA
4,4,MacroG13,2PS5_0.tiff,1751911,1628009,53232,70670,0.57,NA
4,4,MacroG13,2PL5_6.tiff,1557906,1452594,102812,2500,0.024,NA
4,4,MacroG13,2PS5_1.tiff,1787805,1671329,27283,89193,0.766,NA
4,4,MacroG13,3PL5_1.tiff,1997082,1884431,47647,65004,0.577,NA
4,4,MacroG13,2PS6_4.tiff,2009524,1891094,71700,46730,0.395,NA
4,4,MacroG13,3PL6_4.tiff,1908816,1789130,54191,65495,0.547,NA
4,4,MacroG13,2PL5_0.tiff,1614480,1473822,59822,80836,0.575,NA
4,4,MacroG13,3PL6_3.tiff,1795360,1671690,100630,23040,0.186,NA
4,4,MacroG13,1PS6_1.tiff,1685232,1551000,61888,72344,0.539,NA
4,4,MacroG13,2PS6_3.tiff,2019681,1900044,34838,84799,0.709,NA
4,4,MacroG13,3PL5_6.tiff,1914782,1797500,115429,1853,0.016,NA
4,4,MacroG13,2PS6_2.tiff,1969915,1841737,40609,87569,0.683,NA
4,4,MacroG13,3PL6_2.tiff,1837530,1712580,61107,63843,0.511,NA
4,4,MacroG13,1PS6_0.tiff,1800117,1677014,43530,79573,0.646,NA
4,4,MacroG13,2PL5_1.tiff,1701027,1555374,80721,64932,0.446,NA
4,4,MacroG13,2PL5_2.tiff,1764860,1623299,48408,93153,0.658,NA
4,4,MacroG13,2PS5_4.tiff,1792530,1650195,52989,89346,0.628,NA
4,4,MacroG13,3PL5_4.tiff,1963251,1838272,37080,87899,0.703,NA
4,4,MacroG13,2PS6_1.tiff,1927875,1807168,40357,80350,0.666,NA
4,4,MacroG13,1PS6_3.tiff,1822519,1681691,73583,67245,0.477,NA
4,4,MacroG13,3PL6_1.tiff,1912800,1808197,41559,63044,0.603,NA
4,4,MacroG13,1PS6_2.tiff,1530496,1394155,42801,93540,0.686,NA
4,4,MacroG13,3PL6_0.tiff,2032188,1903006,38536,90646,0.702,NA
4,4,MacroG13,2PS6_0.tiff,2061648,1919128,46415,96105,0.674,NA
4,4,MacroG13,3PL5_5.tiff,1727464,1610405,61097,55962,0.478,NA
4,4,MacroG13,2PS5_5.tiff,1632448,1502798,112083,17567,0.135,NA
4,4,MacroG13,2PL5_3.tiff,1820424,1690261,46429,83734,0.643,NA
4,4,MacroG13,2PS5_2.tiff,1856907,1727013,57778,72116,0.555,NA
4,4,MacroG13,3PL5_2.tiff,1728441,1625007,34525,68909,0.666,NA
4,4,MacroG13,2PL5_4.tiff,1995780,1877285,42208,76287,0.644,NA
4,4,MacroG13,2PL5_5.tiff,1927623,1813687,73290,40646,0.357,NA
4,4,MacroG13,3PL6_6.tiff,1850069,1736297,54054,59718,0.525,NA
4,4,MacroG13,1PS6_4.tiff,1929876,1794693,84354,50829,0.376,NA
4,4,MacroG13,2PS6_6.tiff,1637522,1510809,122443,4270,0.034,NA
4,4,MacroG13,3PL5_3.tiff,1996980,1856135,42782,98063,0.696,NA
4,4,MacroG13,2PS5_3.tiff,1738400,1608171,35980,94249,0.724,NA
5,1,MacroG1,2PS2_2.tiff,1762670,1609014,51707,101949,0.663,NA
5,1,MacroG1,3PL1_7.tiff,1666304,1546154,49789,70361,0.586,NA
5,1,MacroG1,3PS1_1.tiff,1620288,1477983,45679,96626,0.679,NA
5,1,MacroG1,1PL1_3.tiff,1821946,1691762,66917,63267,0.486,227
5,1,MacroG1,2PL1_1.tiff,1869476,1735182,45782,88512,0.659,NA
5,1,MacroG1,2PL1_0.tiff,1869672,1725434,56396,87842,0.609,NA
5,1,MacroG1,3PS1_0.tiff,1725892,1583203,97545,45144,0.316,NA
5,1,MacroG1,1PL1_2.tiff,1970280,1842652,52456,75172,0.589,NA
5,1,MacroG1,1PS1_4.tiff,1645065,1527986,87211,29868,0.255,NA
5,1,MacroG1,3PL1_6.tiff,1674400,1551676,50389,72335,0.589,NA
5,1,MacroG1,2PS2_3.tiff,1822293,1718139,44841,59313,0.569,NA
5,1,MacroG1,1PL1_5.tiff,1497276,1350580,99985,46711,0.318,NA
5,1,MacroG1,3PS1_7.tiff,1442551,1318815,41775,81961,0.662,298
5,1,MacroG1,2PS2_4.tiff,1861920,1751246,60565,50109,0.453,NA
5,1,MacroG1,3PL1_1.tiff,1758736,1605420,49154,104162,0.679,NA
5,1,MacroG1,1PS1_3.tiff,1590148,1460746,50621,78781,0.609,NA
5,1,MacroG1,3PL1_0.tiff,1688739,1530082,61432,97225,0.613,NA
5,1,MacroG1,1PS1_2.tiff,1626610,1495138,41449,90023,0.685,NA
5,1,MacroG1,2PS2_5.tiff,1894752,1783666,83676,27410,0.247,NA
5,1,MacroG1,1PL1_4.tiff,1858536,1724790,107110,26636,0.199,NA
5,1,MacroG1,3PS1_6.tiff,1504592,1380873,48983,74736,0.604,NA
5,1,MacroG1,2PL1_5.tiff,1590682,1480267,92742,17673,0.16,NA
5,1,MacroG1,3PS1_5.tiff,1582675,1456467,56893,69315,0.549,NA
5,1,MacroG1,1PS1_1.tiff,1613898,1476530,63903,73465,0.535,NA
5,1,MacroG1,3PL1_3.tiff,1612824,1490046,45519,77259,0.629,NA
5,1,MacroG1,1PS1_0.tiff,1651680,1513576,62916,75188,0.544,NA
5,1,MacroG1,3PL1_2.tiff,1598940,1481076,55468,62396,0.529,NA
5,1,MacroG1,3PS1_8.tiff,1511258,1376179,65393,69686,0.516,NA
5,1,MacroG1,3PS1_4.tiff,1589616,1453881,53617,82118,0.605,NA
5,1,MacroG1,2PL1_4.tiff,1607232,1483493,85623,38116,0.308,NA
5,1,MacroG1,3PL1_5.tiff,1580566,1456146,47462,76958,0.619,NA
5,1,MacroG1,2PS2_0.tiff,1608984,1469928,41641,97415,0.701,NA
5,1,MacroG1,2PL1_3.tiff,1625640,1498305,116498,10837,0.085,NA
5,1,MacroG1,1PL1_1.tiff,1835295,1692530,135080,7685,0.054,NA
5,1,MacroG1,3PS1_3.tiff,1593578,1467781,43927,81870,0.651,NA
5,1,MacroG1,3PL1_8.tiff,1697960,1558641,119293,20026,0.144,NA
5,1,MacroG1,1PL1_0.tiff,1515060,1382843,91242,40975,0.31,NA
5,1,MacroG1,3PS1_2.tiff,1595901,1460338,69731,65832,0.486,NA
5,1,MacroG1,2PL1_2.tiff,1647229,1513186,64346,69697,0.52,NA
5,1,MacroG1,2PS2_1.tiff,1609344,1483189,49040,77115,0.611,NA
5,1,MacroG1,3PL1_4.tiff,1599156,1475032,88862,35262,0.284,NA
5,2,MacroG1,1PS3_4.tiff,1700270,1584938,52173,63159,0.548,NA
5,2,MacroG1,2PL2_4.tiff,1550592,1422488,67618,60486,0.472,NA
5,2,MacroG1,3PS3_0.tiff,1768020,1646904,43585,77531,0.64,NA
5,2,MacroG1,1PL3_2.tiff,1577475,1451111,76681,49683,0.393,196
5,2,MacroG1,3PS3_1.tiff,1745273,1589864,58379,97030,0.624,NA
5,2,MacroG1,1PL3_3.tiff,1845290,1717736,97657,29897,0.234,NA
5,2,MacroG1,1PS3_5.tiff,1795500,1680589,61484,53427,0.465,NA
5,2,MacroG1,1PL2_0.tiff,1803931,1656508,130214,17209,0.117,NA
5,2,MacroG1,2PL2_2.tiff,1902264,1773523,81296,47445,0.369,NA
5,2,MacroG1,1PL3_4.tiff,1897035,1773366,77992,45677,0.369,NA
5,2,MacroG1,3PS3_6.tiff,1474191,1354645,37605,81941,0.685,NA
5,2,MacroG1,2PS3_0.tiff,1637050,1498061,102457,36532,0.263,NA
5,2,MacroG1,1PS3_2.tiff,2064806,1919667,59127,86012,0.593,NA
5,2,MacroG1,1PS3_3.tiff,1681246,1546027,62196,73023,0.54,NA
5,2,MacroG1,2PS3_1.tiff,1729441,1597134,53321,78986,0.597,NA
5,2,MacroG1,3PS3_7.tiff,1502832,1387525,41706,73601,0.638,NA
5,2,MacroG1,2PL2_3.tiff,1682660,1565743,48587,68330,0.584,NA
5,2,MacroG1,1PL2_1.tiff,1812378,1679597,44278,88503,0.667,NA
5,2,MacroG1,3PS3_4.tiff,1767675,1623094,50848,93733,0.648,NA
5,2,MacroG1,2PL2_0.tiff,1815040,1696980,65935,52125,0.442,NA
5,2,MacroG1,1PL2_2.tiff,1797118,1664839,49693,82586,0.624,NA
5,2,MacroG1,3PS3_8.tiff,1674816,1542204,60511,72101,0.544,NA
5,2,MacroG1,1PS3_0.tiff,1510410,1386156,52943,71311,0.574,NA
5,2,MacroG1,2PS3_2.tiff,1653120,1499002,114680,39438,0.256,NA
5,2,MacroG1,2PS3_3.tiff,1622648,1470799,56995,94854,0.625,NA
5,2,MacroG1,1PS3_1.tiff,1662003,1502807,55251,103945,0.653,NA
5,2,MacroG1,1PL2_3.tiff,1861384,1728691,100486,32207,0.243,127
5,2,MacroG1,2PL2_1.tiff,1724881,1602813,70632,51436,0.421,NA
5,2,MacroG1,3PS3_5.tiff,1940028,1800170,60383,79475,0.568,NA
5,2,MacroG1,1PS3_6.tiff,1679382,1566900,110197,2285,0.02,NA
5,2,MacroG1,2PS3_4.tiff,1636896,1502665,58153,76078,0.567,NA
5,2,MacroG1,1PL3_0.tiff,1674176,1507078,154601,12497,0.075,NA
5,2,MacroG1,3PS3_2.tiff,1603560,1460238,60813,82509,0.576,NA
5,2,MacroG1,1PL2_4.tiff,1673694,1541996,117973,13725,0.104,NA
5,2,MacroG1,1PL2_5.tiff,1653888,1529760,46806,77322,0.623,NA
5,2,MacroG1,1PL3_1.tiff,1883375,1742092,107066,34217,0.242,NA
5,2,MacroG1,3PS3_3.tiff,1709895,1581086,39021,89788,0.697,324
5,3,MacroG1,1PS5_2.tiff,1752564,1596600,51465,104499,0.67,NA
5,3,MacroG1,3PL4_4.tiff,1694317,1562575,36296,95446,0.724,NA
5,3,MacroG1,2PL4_2.tiff,1576955,1449933,44660,82362,0.648,NA
5,3,MacroG1,3PS4_2.tiff,1861245,1697763,42085,121397,0.743,NA
5,3,MacroG1,3PL4_8.tiff,1723346,1598200,53065,72081,0.576,NA
5,3,MacroG1,1PL5_4.tiff,1745074,1616038,54736,74300,0.576,NA
5,3,MacroG1,3PS5_6.tiff,1702764,1543131,50141,109492,0.686,372
5,3,MacroG1,1PL5_5.tiff,1733031,1608443,64774,59814,0.48,NA
5,3,MacroG1,3PS5_7.tiff,1598724,1453273,70241,75210,0.517,NA
5,3,MacroG1,3PL4_9.tiff,1650128,1523728,40238,86162,0.682,NA
5,3,MacroG1,3PS4_3.tiff,1780470,1647545,86933,45992,0.346,NA
5,3,MacroG1,2PL4_3.tiff,1815345,1676531,118347,20467,0.147,NA
5,3,MacroG1,3PL4_5.tiff,1556061,1424517,32113,99431,0.756,NA
5,3,MacroG1,1PS5_3.tiff,1578452,1417841,53869,106742,0.665,NA
5,3,MacroG1,2PL4_4.tiff,1636080,1510584,97856,27640,0.22,NA
5,3,MacroG1,3PS4_4.tiff,1446072,1327743,94216,24113,0.204,NA
5,3,MacroG1,3PS5_0.tiff,1598520,1440440,41502,116578,0.737,NA
5,3,MacroG1,1PL5_2.tiff,1764928,1626747,51041,87140,0.631,NA
5,3,MacroG1,1PS5_4.tiff,1482880,1335073,52843,94964,0.642,371
5,3,MacroG1,3PS4_8.tiff,1739590,1626747,70414,42429,0.376,NA
5,3,MacroG1,3PL4_2.tiff,1728677,1590560,84145,53972,0.391,NA
5,3,MacroG1,3PL4_3.tiff,1612614,1478488,115768,18358,0.137,NA
5,3,MacroG1,1PS5_5.tiff,1649016,1518506,45772,84738,0.649,NA
5,3,MacroG1,3PS5_1.tiff,1641598,1490125,43625,107848,0.712,NA
5,3,MacroG1,1PL5_3.tiff,1640160,1497807,136790,5563,0.039,NA
5,3,MacroG1,3PS4_5.tiff,1765803,1617301,50335,98167,0.661,NA
5,3,MacroG1,2PL4_5.tiff,1567602,1440641,64568,62393,0.491,NA
5,3,MacroG1,1PL5_0.tiff,1670464,1538719,89969,41776,0.317,168
5,3,MacroG1,3PS5_2.tiff,1643526,1506113,65350,72063,0.524,NA
5,3,MacroG1,3PS4_6.tiff,1669437,1541264,30396,97777,0.763,NA
5,3,MacroG1,3PL4_0.tiff,1912960,1771524,38604,102832,0.727,NA
5,3,MacroG1,1PS5_6.tiff,1537900,1392876,69268,75756,0.522,NA
5,3,MacroG1,1PS5_7.tiff,1751309,1614376,132212,4721,0.034,NA
5,3,MacroG1,3PL4_1.tiff,1864056,1727159,73601,63296,0.462,NA
5,3,MacroG1,3PS4_7.tiff,1630760,1504475,47850,78435,0.621,NA
5,3,MacroG1,1PL5_1.tiff,1547424,1404176,107388,35860,0.25,NA
5,3,MacroG1,3PS5_3.tiff,1642116,1510319,72918,58879,0.447,NA
5,3,MacroG1,3PS5_8.tiff,1611162,1484664,91008,35490,0.281,NA
5,3,MacroG1,3PL4_6.tiff,1785960,1658180,45743,82037,0.642,NA
5,3,MacroG1,1PS5_0.tiff,1553418,1430434,31900,91084,0.741,NA
5,3,MacroG1,3PS5_4.tiff,1526332,1393914,39336,93082,0.703,NA
5,3,MacroG1,3PS4_0.tiff,1757930,1614713,59904,83313,0.582,NA
5,3,MacroG1,2PL4_0.tiff,1694952,1560653,34095,100204,0.746,NA
5,3,MacroG1,2PL4_1.tiff,1399881,1271037,56497,72347,0.562,NA
5,3,MacroG1,3PS4_1.tiff,1738008,1596191,34890,106927,0.754,NA
5,3,MacroG1,3PS5_5.tiff,1662824,1493771,77185,91868,0.543,NA
5,3,MacroG1,1PS5_1.tiff,1592662,1465217,40649,86796,0.681,NA
5,3,MacroG1,3PL4_7.tiff,1555707,1427243,38543,89921,0.7,NA
5,4,MacroG1,3PL6_5.tiff,1565120,1400389,72954,91777,0.557,NA
5,4,MacroG1,2PS6_5.tiff,1543464,1390572,149016,3876,0.025,24
5,4,MacroG1,3PL5_0.tiff,1762402,1599512,82390,80500,0.494,NA
5,4,MacroG1,2PS5_0.tiff,1616040,1484847,59134,72059,0.549,NA
5,4,MacroG1,2PL5_6.tiff,1605560,1482749,57044,65767,0.536,NA
5,4,MacroG1,2PL5_7.tiff,1580480,1455733,113152,11595,0.093,NA
5,4,MacroG1,2PS5_1.tiff,1635390,1497847,45518,92025,0.669,NA
5,4,MacroG1,3PL5_1.tiff,1836873,1678295,98725,59853,0.377,NA
5,4,MacroG1,2PS6_4.tiff,1430247,1288126,47128,94993,0.668,NA
5,4,MacroG1,3PL6_4.tiff,1675762,1543977,83670,48115,0.365,NA
5,4,MacroG1,2PL5_0.tiff,1724568,1575463,56953,92152,0.618,NA
5,4,MacroG1,3PL6_3.tiff,1668984,1531590,67571,69823,0.508,290
5,4,MacroG1,1PS6_1.tiff,1580317,1444892,63809,71616,0.529,NA
5,4,MacroG1,2PS6_3.tiff,1439616,1291462,59173,88981,0.601,NA
5,4,MacroG1,3PL5_6.tiff,1543136,1419617,55593,67926,0.55,NA
5,4,MacroG1,2PS5_6.tiff,1616952,1485131,44927,86894,0.659,NA
5,4,MacroG1,2PS6_2.tiff,1615328,1457167,51922,106239,0.672,NA
5,4,MacroG1,3PL6_2.tiff,1749027,1600066,37659,111302,0.747,NA
5,4,MacroG1,1PS6_0.tiff,1720341,1595784,29860,94697,0.76,NA
5,4,MacroG1,2PL5_1.tiff,1574175,1444486,77100,52589,0.406,NA
5,4,MacroG1,2PL5_2.tiff,1476433,1342122,100449,33862,0.252,NA
5,4,MacroG1,2PS5_4.tiff,1701754,1570634,77571,53549,0.408,NA
5,4,MacroG1,3PL5_4.tiff,1640760,1507688,37337,95735,0.719,NA
5,4,MacroG1,2PS6_1.tiff,1467655,1305816,74668,87171,0.539,NA
5,4,MacroG1,1PS6_3.tiff,1405152,1279552,69274,56326,0.448,NA
5,4,MacroG1,3PL6_1.tiff,1563788,1415645,66713,81430,0.55,NA
5,4,MacroG1,1PS6_2.tiff,1628492,1494502,98163,35827,0.267,NA
5,4,MacroG1,3PL6_0.tiff,1574172,1431532,64644,77996,0.547,NA
5,4,MacroG1,2PS6_0.tiff,1640613,1478793,96410,65410,0.404,NA
5,4,MacroG1,3PL5_5.tiff,1572432,1441473,46864,84095,0.642,NA
5,4,MacroG1,2PS5_5.tiff,1636796,1503737,54621,78438,0.589,NA
5,4,MacroG1,2PL5_3.tiff,1577800,1405268,163425,9107,0.053,NA
5,4,MacroG1,2PS5_2.tiff,1941030,1806238,46524,88268,0.655,NA
5,4,MacroG1,3PL5_2.tiff,1826415,1673986,110988,41441,0.272,NA
5,4,MacroG1,3PL6_7.tiff,1551352,1407684,125894,17774,0.124,NA
5,4,MacroG1,1PS6_5.tiff,1633356,1469782,84647,78927,0.483,NA
5,4,MacroG1,2PL5_4.tiff,1529882,1373010,143968,12904,0.082,NA
5,4,MacroG1,2PL5_5.tiff,1639640,1507038,68161,64441,0.486,NA
5,4,MacroG1,3PL6_6.tiff,1638940,1476113,52828,109999,0.676,NA
5,4,MacroG1,1PS6_4.tiff,1556642,1416917,129870,9855,0.071,NA
5,4,MacroG1,2PS6_6.tiff,1530280,1390790,58024,81466,0.584,NA
5,4,MacroG1,3PL5_3.tiff,1599056,1470049,35991,93016,0.721,NA
5,4,MacroG1,2PS5_3.tiff,1431009,1292894,86961,51154,0.37,NA
5,1,MacroG2,2PS2_2.tiff,1762670,1660717,15716,86237,0.846,NA
5,1,MacroG2,3PL1_7.tiff,1666304,1584073,18380,63851,0.776,NA
5,1,MacroG2,3PS1_1.tiff,1620288,1526327,12101,81860,0.871,NA
5,1,MacroG2,1PL1_3.tiff,1821946,1732026,29289,60631,0.674,NA
5,1,MacroG2,2PL1_1.tiff,1869476,1794940,7295,67241,0.902,NA
5,1,MacroG2,2PL1_0.tiff,1869672,1773831,19032,76809,0.801,NA
5,1,MacroG2,3PS1_0.tiff,1725892,1625663,52890,47339,0.472,NA
5,1,MacroG2,1PL1_2.tiff,1970280,1887771,16786,65723,0.797,NA
5,1,MacroG2,1PS1_4.tiff,1645065,1560097,53408,31560,0.371,NA
5,1,MacroG2,3PL1_6.tiff,1674400,1594435,15632,64333,0.805,NA
5,1,MacroG2,2PS2_3.tiff,1822293,1754562,14372,53359,0.788,NA
5,1,MacroG2,1PL1_5.tiff,1497276,1382934,66526,47816,0.418,NA
5,1,MacroG2,3PS1_7.tiff,1442551,1365398,10843,66310,0.859,NA
5,1,MacroG2,2PS2_4.tiff,1861920,1785575,28357,47988,0.629,NA
5,1,MacroG2,3PL1_1.tiff,1758736,1656113,14225,88398,0.861,NA
5,1,MacroG2,1PS1_3.tiff,1590148,1503546,16167,70435,0.813,NA
5,1,MacroG2,3PL1_0.tiff,1688739,1580937,22391,85411,0.792,NA
5,1,MacroG2,1PS1_2.tiff,1626610,1540690,12308,73612,0.857,NA
5,1,MacroG2,2PS2_5.tiff,1894752,1808547,55247,30958,0.359,NA
5,1,MacroG2,1PL1_4.tiff,1858536,1750828,77626,30082,0.279,NA
5,1,MacroG2,3PS1_6.tiff,1504592,1419142,18734,66716,0.781,NA
5,1,MacroG2,2PL1_5.tiff,1590682,1504568,68372,17742,0.206,NA
5,1,MacroG2,3PS1_5.tiff,1582675,1496036,23657,62982,0.727,NA
5,1,MacroG2,1PS1_1.tiff,1613898,1516498,28314,69086,0.709,NA
5,1,MacroG2,3PL1_3.tiff,1612824,1526773,17484,68567,0.797,NA
5,1,MacroG2,1PS1_0.tiff,1651680,1566848,21086,63746,0.751,NA
5,1,MacroG2,3PL1_2.tiff,1598940,1519533,24881,54526,0.687,NA
5,1,MacroG2,3PS1_8.tiff,1511258,1417751,29148,64359,0.688,NA
5,1,MacroG2,3PS1_4.tiff,1589616,1490536,24829,74251,0.749,NA
5,1,MacroG2,2PL1_4.tiff,1607232,1517879,50978,38375,0.429,NA
5,1,MacroG2,3PL1_5.tiff,1580566,1496239,16920,67407,0.799,NA
5,1,MacroG2,2PS2_0.tiff,1608984,1517174,11284,80526,0.877,NA
5,1,MacroG2,2PL1_3.tiff,1625640,1519473,94841,11326,0.107,NA
5,1,MacroG2,1PL1_1.tiff,1835295,1709796,116614,8885,0.071,NA
5,1,MacroG2,3PS1_3.tiff,1593578,1510680,14047,68851,0.831,NA
5,1,MacroG2,3PL1_8.tiff,1697960,1582799,97078,18083,0.157,NA
5,1,MacroG2,1PL1_0.tiff,1515060,1414131,58088,42841,0.424,NA
5,1,MacroG2,3PS1_2.tiff,1595901,1499659,34528,61714,0.641,NA
5,1,MacroG2,2PL1_2.tiff,1647229,1552818,31462,62949,0.667,NA
5,1,MacroG2,2PS2_1.tiff,1609344,1526175,16962,66207,0.796,NA
5,1,MacroG2,3PL1_4.tiff,1599156,1503872,59046,36238,0.38,NA
5,2,MacroG2,1PS3_4.tiff,1700270,1621532,21312,57426,0.729,NA
5,2,MacroG2,2PL2_4.tiff,1550592,1457524,34664,58404,0.628,NA
5,2,MacroG2,3PS3_0.tiff,1768020,1686138,16160,65722,0.803,NA
5,2,MacroG2,1PL3_2.tiff,1577475,1485965,39109,52401,0.573,NA
5,2,MacroG2,3PS3_1.tiff,1745273,1640545,21286,83442,0.797,NA
5,2,MacroG2,1PL3_3.tiff,1845290,1747236,65525,32529,0.332,NA
5,2,MacroG2,1PS3_5.tiff,1795500,1717211,26383,51906,0.663,NA
5,2,MacroG2,1PL2_0.tiff,1803931,1680769,102929,20233,0.164,NA
5,2,MacroG2,2PL2_2.tiff,1902264,1803062,49442,49760,0.502,NA
5,2,MacroG2,1PL3_4.tiff,1897035,1804766,47384,44885,0.486,NA
5,2,MacroG2,3PS3_6.tiff,1474191,1396501,11163,66527,0.856,NA
5,2,MacroG2,2PS3_0.tiff,1637050,1526974,70208,39868,0.362,NA
5,2,MacroG2,1PS3_2.tiff,2064806,1965186,21930,77690,0.78,NA
5,2,MacroG2,1PS3_3.tiff,1681246,1584667,28491,68088,0.705,NA
5,2,MacroG2,2PS3_1.tiff,1729441,1637673,21035,70733,0.771,NA
5,2,MacroG2,3PS3_7.tiff,1502832,1429343,12275,61214,0.833,NA
5,2,MacroG2,2PL2_3.tiff,1682660,1605465,15688,61507,0.797,NA
5,2,MacroG2,1PL2_1.tiff,1812378,1725180,12938,74260,0.852,NA
5,2,MacroG2,3PS3_4.tiff,1767675,1675984,13062,78629,0.858,NA
