Mix,Generation,Treatment,Replicate,Location,Patch,photoID,indID,uniqueID,tibia_anael,tibia_camille
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_2,2,473,139.418,131.108
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_3,3,474,134.49,130.124
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_4,4,475,140.003,140.198
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_5,5,476,144.181,146.441
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_6,6,477,160.799,161.188
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_7,7,478,143.253,147.805
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_8,8,479,NA,NA
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_9,9,480,120.203,119.744
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_10,10,481,157.43,154.675
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_11,11,482,160.153,151.673
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_12,12,483,153.387,131.486
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_13,13,484,134.072,140.134
2,12,restricted connectedness,3,2,4,G12_2PS_3_11_14,14,485,139.146,163.109
