Mix,Treatment,Replicate,Bloc,Location,Generation,Fecundity
1,control,5,3,front,4,34
1,control,5,3,front,4,36
3,restricted connectedness,5,3,front,4,45
3,restricted connectedness,5,3,front,4,35
3,restricted connectedness,5,3,front,4,44
3,restricted connectedness,5,3,front,4,35
3,restricted connectedness,5,3,front,4,32
3,restricted connectedness,5,3,front,4,57
3,restricted connectedness,5,3,front,4,37
3,restricted connectedness,5,3,front,4,30
3,restricted connectedness,5,3,front,4,36
3,restricted connectedness,5,3,front,4,48
1,restricted connectedness,5,3,front,4,50
1,restricted connectedness,5,3,front,4,70
1,restricted connectedness,5,3,front,4,61
1,restricted connectedness,5,3,front,4,48
1,restricted connectedness,5,3,front,4,46
1,restricted connectedness,5,3,front,4,38
1,restricted connectedness,5,3,front,4,43
1,restricted connectedness,5,3,front,4,42
1,restricted connectedness,5,3,front,4,50
1,restricted connectedness,5,3,front,4,27
1,restricted connectedness,5,3,core,4,0
1,restricted connectedness,5,3,core,4,29
1,restricted connectedness,5,3,core,4,24
1,restricted connectedness,5,3,core,4,0
1,restricted connectedness,5,3,core,4,0
1,restricted connectedness,5,3,core,4,0
1,restricted connectedness,5,3,core,4,30
1,restricted connectedness,5,3,core,4,42
1,restricted connectedness,5,3,core,4,34
1,restricted connectedness,5,3,core,4,31
2,control,5,4,core,4,57
2,control,5,4,core,4,0
2,control,5,4,core,4,37
2,control,5,4,core,4,24
2,control,5,4,core,4,23
2,control,5,4,core,4,21
2,control,5,4,core,4,49
2,control,5,4,core,4,41
2,control,5,4,core,4,41
2,control,5,4,core,4,40
1,restricted connectedness,6,4,core,4,19
1,restricted connectedness,6,4,core,4,35
1,restricted connectedness,6,4,core,4,70
1,restricted connectedness,6,4,core,4,38
1,restricted connectedness,6,4,core,4,39
1,restricted connectedness,6,4,core,4,37
1,restricted connectedness,6,4,core,4,11
1,restricted connectedness,6,4,core,4,21
1,restricted connectedness,6,4,core,4,29
1,restricted connectedness,6,4,core,4,30
3,control,6,4,core,4,43
3,control,6,4,core,4,57
3,control,6,4,core,4,50
3,control,6,4,core,4,38
3,control,6,4,core,4,43
3,control,6,4,core,4,48
3,control,6,4,core,4,55
3,control,6,4,core,4,37
3,control,6,4,core,4,50
3,control,6,4,core,4,53
2,restricted connectedness,5,4,front,4,0
2,restricted connectedness,5,4,front,4,45
2,restricted connectedness,5,4,front,4,32
2,restricted connectedness,5,4,front,4,27
2,restricted connectedness,5,4,front,4,58
2,restricted connectedness,5,4,front,4,24
2,restricted connectedness,5,4,front,4,11
2,restricted connectedness,5,4,front,4,0
2,restricted connectedness,5,4,front,4,22
2,restricted connectedness,5,4,front,4,30
3,control,5,4,core,4,52
3,control,5,4,core,4,44
3,control,5,4,core,4,60
3,control,5,4,core,4,55
3,control,5,4,core,4,46
3,control,5,4,core,4,44
3,control,5,4,core,4,46
3,control,5,4,core,4,43
3,control,5,4,core,4,38
3,control,5,4,core,4,32
3,control,6,4,front,4,40
3,control,6,4,front,4,31
3,control,6,4,front,4,38
3,control,6,4,front,4,42
3,control,6,4,front,4,32
3,control,6,4,front,4,26
3,control,6,4,front,4,0
3,control,6,4,front,4,40
3,control,6,4,front,4,37
3,control,6,4,front,4,27
2,restricted connectedness,5,4,core,4,30
2,restricted connectedness,5,4,core,4,39
2,restricted connectedness,5,4,core,4,42
2,restricted connectedness,5,4,core,4,39
2,restricted connectedness,5,4,core,4,35
2,restricted connectedness,5,4,core,4,0
2,restricted connectedness,5,4,core,4,34
2,restricted connectedness,5,4,core,4,37
2,restricted connectedness,5,4,core,4,40
2,restricted connectedness,5,4,core,4,44
2,control,5,4,front,4,36
2,control,5,4,front,4,48
2,control,5,4,front,4,44
2,control,5,4,front,4,40
2,control,5,4,front,4,55
2,control,5,4,front,4,32
2,control,5,4,front,4,38
2,control,5,4,front,4,58
2,control,5,4,front,4,48
2,control,5,4,front,4,51
2,restricted connectedness,6,4,front,4,44
2,restricted connectedness,6,4,front,4,35
2,restricted connectedness,6,4,front,4,43
2,restricted connectedness,6,4,front,4,47
2,restricted connectedness,6,4,front,4,24
2,restricted connectedness,6,4,front,4,0
2,restricted connectedness,6,4,front,4,43
2,restricted connectedness,6,4,front,4,42
2,restricted connectedness,6,4,front,4,48
2,restricted connectedness,6,4,front,4,35
3,control,5,4,front,4,34
3,control,5,4,front,4,36
3,control,5,4,front,4,60
3,control,5,4,front,4,37
3,control,5,4,front,4,30
3,control,5,4,front,4,39
3,control,5,4,front,4,39
3,control,5,4,front,4,43
3,control,5,4,front,4,42
1,restricted connectedness,6,4,front,4,30
1,restricted connectedness,6,4,front,4,35
1,restricted connectedness,6,4,front,4,31
1,restricted connectedness,6,4,front,4,47
1,restricted connectedness,6,4,front,4,47
1,restricted connectedness,6,4,front,4,29
1,restricted connectedness,6,4,front,4,30
1,restricted connectedness,6,4,front,4,69
1,restricted connectedness,6,4,front,4,34
1,restricted connectedness,6,4,front,4,56
2,restricted connectedness,6,4,core,4,38
2,restricted connectedness,6,4,core,4,52
2,restricted connectedness,6,4,core,4,35
2,restricted connectedness,6,4,core,4,2
2,restricted connectedness,6,4,core,4,40
2,restricted connectedness,6,4,core,4,47
2,restricted connectedness,6,4,core,4,24
2,restricted connectedness,6,4,core,4,21
2,restricted connectedness,6,4,core,4,47
2,restricted connectedness,6,4,core,4,35
